user_id,traffic_bytes,duration_sec,frequency,TScore_category,DScore_category,FScore_category,custom_category,country,city,TDF_Score_By_Custom_Category
828,5293151.0,3265.0,163.0,9,9,9,Books,China,big_chinese_city,999
18,5033298.0,91.0,16.0,9,6,7,Books,China,big_chinese_city,967
235,4921635.0,128.0,3.0,9,6,3,Books,China,big_chinese_city,963
415,4615997.0,2655.0,62.0,9,9,9,Books,China,big_chinese_city,999
975,4602031.0,948.0,92.0,9,9,9,Books,China,big_chinese_city,999
943,4107735.0,750.0,77.0,9,9,9,Books,China,big_chinese_city,999
891,3902228.0,5436.0,89.0,9,9,9,Books,China,big_chinese_city,999
325,3647881.0,809.0,53.0,9,9,9,Books,China,big_chinese_city,999
422,3439280.0,3640.0,37.0,9,9,8,Books,China,big_chinese_city,998
48,3265261.0,2365.0,92.0,9,9,9,Books,China,big_chinese_city,999
782,3009235.0,946.0,186.0,9,9,9,Books,China,big_chinese_city,999
557,2956198.0,949.0,4.0,9,9,4,Books,China,big_chinese_city,994
712,2913363.0,932.0,107.0,9,9,9,Books,China,big_chinese_city,999
133,2688200.0,121.0,56.0,9,6,9,Books,China,big_chinese_city,969
11,2601913.0,1885.0,98.0,9,9,9,Books,China,big_chinese_city,999
32,2589722.0,4655.0,429.0,9,9,9,Books,China,big_chinese_city,999
617,2317554.0,250.0,92.0,9,7,9,Books,China,big_chinese_city,979
516,2232759.0,177.0,25.0,9,7,8,Books,China,big_chinese_city,978
49,2213049.0,529.0,53.0,9,8,9,Books,China,big_chinese_city,989
979,2010878.0,565.0,52.0,9,8,9,Books,China,big_chinese_city,989
367,1939269.0,220.0,209.0,9,7,9,Books,China,big_chinese_city,979
69,1852531.0,1283.0,50.0,9,9,8,Books,China,big_chinese_city,998
248,1754684.0,1671.0,208.0,9,9,9,Books,China,big_chinese_city,999
742,1677725.0,735.0,46.0,9,8,8,Books,China,big_chinese_city,988
288,1664541.0,825.0,10.0,9,9,6,Books,China,big_chinese_city,996
667,1660039.0,757.0,109.0,8,9,9,Books,China,big_chinese_city,899
824,1646372.0,777.0,252.0,8,9,9,Books,China,big_chinese_city,899
733,1640075.0,47.0,19.0,8,5,7,Books,China,big_chinese_city,857
952,1436418.0,158.0,20.0,8,7,7,Books,China,big_chinese_city,877
785,1414355.0,434.0,64.0,8,8,9,Books,China,big_chinese_city,889
735,1410321.0,1685.0,19.0,8,9,7,Books,China,big_chinese_city,897
10,1397019.0,401.0,66.0,8,8,9,Books,China,big_chinese_city,889
190,1371993.0,445.0,34.0,8,8,8,Books,China,big_chinese_city,888
305,1370305.0,59.0,7.0,8,5,5,Books,China,big_chinese_city,855
63,1341761.0,28.0,13.0,8,4,6,Books,China,big_chinese_city,846
777,1335489.0,316.0,15.0,8,8,7,Books,China,big_chinese_city,887
723,1308933.0,1188.0,129.0,8,9,9,Books,China,big_chinese_city,899
291,1277263.0,646.0,35.0,8,8,8,Books,China,big_chinese_city,888
841,1247980.0,22.0,3.0,8,4,3,Books,China,big_chinese_city,843
198,1246515.0,1512.0,20.0,8,9,7,Books,China,big_chinese_city,897
946,1224622.0,51.0,6.0,8,5,5,Books,China,big_chinese_city,855
652,1200235.0,120.0,1.0,8,6,1,Books,China,big_chinese_city,861
957,1191095.0,314.0,39.0,8,8,8,Books,China,big_chinese_city,888
506,1158135.0,22.0,10.0,8,4,6,Books,China,big_chinese_city,846
843,1147914.0,229.0,25.0,8,7,8,Books,China,big_chinese_city,878
790,1132015.0,1132.0,34.0,8,9,8,Books,China,big_chinese_city,898
441,1091126.0,835.0,28.0,8,9,8,Books,China,big_chinese_city,898
13,1087993.0,221.0,28.0,8,7,8,Books,China,big_chinese_city,878
731,1080320.0,184.0,108.0,8,7,9,Books,China,big_chinese_city,879
497,1079699.0,49.0,10.0,8,5,6,Books,China,big_chinese_city,856
809,1061597.0,466.0,20.0,8,8,7,Books,China,big_chinese_city,887
802,1056200.0,265.0,21.0,8,7,7,Books,China,big_chinese_city,877
580,1000157.0,1112.0,13.0,8,9,6,Books,China,big_chinese_city,896
181,941605.0,439.0,14.0,8,8,6,Books,China,big_chinese_city,886
327,924539.0,1607.0,237.0,8,9,9,Books,China,big_chinese_city,899
20,924302.0,84.0,3.0,8,6,3,Books,China,big_chinese_city,863
353,918630.0,787.0,39.0,8,9,8,Books,China,big_chinese_city,898
865,838235.0,612.0,14.0,8,8,6,Books,China,big_chinese_city,886
641,835255.0,266.0,20.0,8,7,7,Books,China,big_chinese_city,877
27,825421.0,103.0,12.0,8,6,6,Books,China,big_chinese_city,866
722,821004.0,688.0,85.0,8,8,9,Books,China,big_chinese_city,889
948,808319.0,1477.0,95.0,8,9,9,Books,China,big_chinese_city,899
838,806925.0,790.0,84.0,8,9,9,Books,China,big_chinese_city,899
923,804447.0,1023.0,44.0,8,9,8,Books,China,big_chinese_city,898
927,781870.0,189.0,37.0,8,7,8,Books,China,big_chinese_city,878
982,743894.0,97.0,16.0,8,6,7,Books,China,big_chinese_city,867
539,743513.0,608.0,8.0,8,8,5,Books,China,big_chinese_city,885
244,701413.0,2655.0,29.0,8,9,8,Books,China,big_chinese_city,898
343,672340.0,950.0,30.0,8,9,8,Books,China,big_chinese_city,898
999,662631.0,102.0,15.0,8,6,7,Books,China,big_chinese_city,867
615,650749.0,385.0,50.0,8,8,9,Books,China,big_chinese_city,889
0,645288.0,42.0,19.0,8,5,7,Books,China,big_chinese_city,857
763,633765.0,11.0,6.0,8,3,5,Books,China,big_chinese_city,835
632,630625.0,324.0,34.0,8,8,8,Books,China,big_chinese_city,888
24,623655.0,1720.0,16.0,8,9,7,Books,China,big_chinese_city,897
315,622435.0,165.0,15.0,8,7,7,Books,China,big_chinese_city,877
256,612866.0,363.0,10.0,8,8,6,Books,China,big_chinese_city,886
776,600002.0,252.0,18.0,8,7,7,Books,China,big_chinese_city,877
734,599608.0,392.0,65.0,8,8,9,Books,China,big_chinese_city,889
355,585437.0,616.0,272.0,8,8,9,Books,China,big_chinese_city,889
609,568109.0,289.0,9.0,8,8,6,Books,China,big_chinese_city,886
306,548699.0,317.0,20.0,8,8,7,Books,China,big_chinese_city,887
873,539460.0,672.0,6.0,8,8,5,Books,China,big_chinese_city,885
755,538818.0,466.0,47.0,8,8,8,Books,China,big_chinese_city,888
804,538216.0,314.0,44.0,7,8,8,Books,China,big_chinese_city,788
421,535687.0,55.0,10.0,7,5,6,Books,China,big_chinese_city,756
818,525994.0,405.0,164.0,7,8,9,Books,China,big_chinese_city,789
219,515034.0,522.0,42.0,7,8,8,Books,China,big_chinese_city,788
788,512696.0,132.0,38.0,7,6,8,Books,China,big_chinese_city,768
209,478877.0,32.0,3.0,7,5,3,Books,China,big_chinese_city,753
444,474887.0,25.0,16.0,7,4,7,Books,China,big_chinese_city,747
259,472803.0,565.0,54.0,7,8,9,Books,China,big_chinese_city,789
630,461985.0,434.0,8.0,7,8,5,Books,China,big_chinese_city,785
482,458035.0,171.0,21.0,7,7,7,Books,China,big_chinese_city,777
814,456339.0,32.0,9.0,7,5,6,Books,China,big_chinese_city,756
780,445663.0,225.0,31.0,7,7,8,Books,China,big_chinese_city,778
749,443758.0,76.0,16.0,7,6,7,Books,China,big_chinese_city,767
9,440943.0,98.0,7.0,7,6,5,Books,China,big_chinese_city,765
76,431230.0,335.0,8.0,7,8,5,Books,China,big_chinese_city,785
245,412685.0,235.0,5.0,7,7,5,Books,China,big_chinese_city,775
801,408378.0,153.0,84.0,7,7,9,Books,China,big_chinese_city,779
964,402700.0,890.0,163.0,7,9,9,Books,China,big_chinese_city,799
746,401445.0,572.0,30.0,7,8,8,Books,China,big_chinese_city,788
756,400086.0,128.0,20.0,7,6,7,Books,China,big_chinese_city,767
765,399127.0,367.0,65.0,7,8,9,Books,China,big_chinese_city,789
502,391999.0,293.0,9.0,7,8,6,Books,China,big_chinese_city,786
967,388778.0,18.0,3.0,7,4,4,Books,China,big_chinese_city,744
67,385981.0,223.0,18.0,7,7,7,Books,China,big_chinese_city,777
454,383743.0,714.0,51.0,7,8,9,Books,China,big_chinese_city,789
64,380865.0,78.0,10.0,7,6,6,Books,China,big_chinese_city,766
753,380416.0,52.0,22.0,7,5,7,Books,China,big_chinese_city,757
65,357636.0,189.0,30.0,7,7,8,Books,China,big_chinese_city,778
764,351234.0,230.0,29.0,7,7,8,Books,China,big_chinese_city,778
80,346556.0,323.0,45.0,7,8,8,Books,China,big_chinese_city,788
126,344968.0,353.0,6.0,7,8,5,Books,China,big_chinese_city,785
893,315081.0,545.0,21.0,7,8,7,Books,China,big_chinese_city,787
58,314279.0,10.0,7.0,7,3,5,Books,China,big_chinese_city,735
726,313054.0,546.0,50.0,7,8,9,Books,China,big_chinese_city,789
810,305213.0,19.0,6.0,7,4,5,Books,China,big_chinese_city,745
779,303400.0,39.0,21.0,7,5,7,Books,China,big_chinese_city,757
12,303310.0,468.0,32.0,7,8,8,Books,China,big_chinese_city,788
57,303181.0,65.0,29.0,7,6,8,Books,China,big_chinese_city,768
767,300791.0,235.0,20.0,7,7,7,Books,China,big_chinese_city,777
761,300022.0,256.0,22.0,7,7,7,Books,China,big_chinese_city,777
739,298541.0,189.0,24.0,7,7,7,Books,China,big_chinese_city,777
786,298101.0,467.0,25.0,7,8,8,Books,China,big_chinese_city,788
969,297244.0,21.0,3.0,7,4,3,Books,China,big_chinese_city,743
708,296828.0,104.0,56.0,7,6,9,Books,China,big_chinese_city,769
758,293143.0,80.0,16.0,7,6,7,Books,China,big_chinese_city,767
766,278573.0,189.0,37.0,7,7,8,Books,China,big_chinese_city,778
976,277116.0,329.0,8.0,7,8,5,Books,China,big_chinese_city,785
156,273918.0,4.0,2.0,7,2,3,Books,China,big_chinese_city,723
811,269941.0,69.0,16.0,7,6,7,Books,China,big_chinese_city,767
396,265301.0,19.0,14.0,7,4,7,Books,China,big_chinese_city,747
364,264523.0,192.0,43.0,7,7,8,Books,China,big_chinese_city,778
438,263570.0,94.0,3.0,7,6,4,Books,China,big_chinese_city,764
813,262543.0,21.0,6.0,7,4,5,Books,China,big_chinese_city,745
995,250645.0,143.0,26.0,7,7,8,Books,China,big_chinese_city,778
690,249017.0,372.0,7.0,7,8,5,Books,China,big_chinese_city,785
839,248095.0,158.0,22.0,7,7,7,Books,China,big_chinese_city,777
682,244825.0,34.0,7.0,7,5,5,Books,China,big_chinese_city,755
265,241764.0,775.0,15.0,7,9,7,Books,China,big_chinese_city,797
336,239639.0,9.0,8.0,7,3,5,Books,China,big_chinese_city,735
963,237968.0,58.0,55.0,6,5,9,Books,China,big_chinese_city,659
524,231808.0,180.0,68.0,6,7,9,Books,China,big_chinese_city,679
661,225813.0,156.0,10.0,6,7,6,Books,China,big_chinese_city,676
47,218573.0,86.0,5.0,6,6,4,Books,China,big_chinese_city,664
8,218104.0,109.0,11.0,6,6,6,Books,China,big_chinese_city,666
737,217531.0,85.0,11.0,6,6,6,Books,China,big_chinese_city,666
774,215356.0,283.0,32.0,6,8,8,Books,China,big_chinese_city,688
740,213422.0,35.0,11.0,6,5,6,Books,China,big_chinese_city,656
420,210902.0,171.0,48.0,6,7,8,Books,China,big_chinese_city,678
543,208057.0,182.0,15.0,6,7,7,Books,China,big_chinese_city,677
341,202928.0,175.0,69.0,6,7,9,Books,China,big_chinese_city,679
901,201534.0,384.0,9.0,6,8,6,Books,China,big_chinese_city,686
206,201263.0,6.0,4.0,6,3,4,Books,China,big_chinese_city,634
662,197716.0,139.0,46.0,6,7,8,Books,China,big_chinese_city,678
834,194350.0,75.0,18.0,6,6,7,Books,China,big_chinese_city,667
211,194266.0,95.0,3.0,6,6,3,Books,China,big_chinese_city,663
806,192333.0,129.0,26.0,6,6,8,Books,China,big_chinese_city,668
830,191703.0,148.0,12.0,6,7,6,Books,China,big_chinese_city,676
474,190860.0,11.0,6.0,6,3,5,Books,China,big_chinese_city,635
188,187592.0,137.0,5.0,6,7,4,Books,China,big_chinese_city,674
817,186108.0,168.0,33.0,6,7,8,Books,China,big_chinese_city,678
748,185106.0,69.0,6.0,6,6,5,Books,China,big_chinese_city,665
62,185056.0,1.0,1.0,6,1,2,Books,China,big_chinese_city,612
791,182965.0,138.0,14.0,6,7,7,Books,China,big_chinese_city,677
678,180006.0,28.0,16.0,6,4,7,Books,China,big_chinese_city,647
842,179855.0,215.0,30.0,6,7,8,Books,China,big_chinese_city,678
371,175750.0,186.0,24.0,6,7,8,Books,China,big_chinese_city,678
602,174844.0,428.0,32.0,6,8,8,Books,China,big_chinese_city,688
204,168259.0,2.0,2.0,6,2,3,Books,China,big_chinese_city,623
983,167720.0,11.0,3.0,6,3,3,Books,China,big_chinese_city,633
6,166519.0,74.0,17.0,6,6,7,Books,China,big_chinese_city,667
752,165380.0,6.0,3.0,6,3,4,Books,China,big_chinese_city,634
852,164512.0,70.0,10.0,6,6,6,Books,China,big_chinese_city,666
74,162201.0,39.0,10.0,6,5,6,Books,China,big_chinese_city,656
769,161390.0,377.0,29.0,6,8,8,Books,China,big_chinese_city,688
590,161176.0,51.0,6.0,6,5,5,Books,China,big_chinese_city,655
377,157507.0,84.0,15.0,6,6,7,Books,China,big_chinese_city,667
960,152307.0,10.0,7.0,6,3,5,Books,China,big_chinese_city,635
709,152084.0,9.0,5.0,6,3,4,Books,China,big_chinese_city,634
307,145922.0,42.0,4.0,6,5,4,Books,China,big_chinese_city,654
800,142409.0,117.0,17.0,6,6,7,Books,China,big_chinese_city,667
572,141832.0,114.0,112.0,6,6,9,Books,China,big_chinese_city,669
87,141134.0,87.0,1.0,6,6,2,Books,China,big_chinese_city,662
981,139837.0,131.0,32.0,6,6,8,Books,China,big_chinese_city,668
987,139827.0,38.0,3.0,6,5,3,Books,China,big_chinese_city,653
28,138853.0,139.0,17.0,6,7,7,Books,China,big_chinese_city,677
747,134985.0,349.0,30.0,6,8,8,Books,China,big_chinese_city,688
72,130429.0,473.0,18.0,6,8,7,Books,China,big_chinese_city,687
628,129687.0,310.0,29.0,6,8,8,Books,China,big_chinese_city,688
405,128605.0,216.0,52.0,6,7,9,Books,China,big_chinese_city,679
796,128006.0,87.0,14.0,6,6,7,Books,China,big_chinese_city,667
205,126238.0,192.0,6.0,6,7,5,Books,China,big_chinese_city,675
5,125784.0,5.0,2.0,6,2,3,Books,China,big_chinese_city,623
798,125582.0,227.0,24.0,6,7,7,Books,China,big_chinese_city,677
359,125263.0,331.0,2.0,6,8,2,Books,China,big_chinese_city,682
46,123537.0,197.0,14.0,6,7,6,Books,China,big_chinese_city,676
732,122788.0,86.0,10.0,6,6,6,Books,China,big_chinese_city,666
448,120930.0,43.0,14.0,6,5,6,Books,China,big_chinese_city,656
917,119798.0,165.0,20.0,6,7,7,Books,China,big_chinese_city,677
792,116982.0,230.0,12.0,6,7,6,Books,China,big_chinese_city,676
29,115483.0,16.0,6.0,5,4,5,Books,China,big_chinese_city,545
944,114844.0,54.0,11.0,5,5,6,Books,China,big_chinese_city,556
697,114754.0,253.0,3.0,5,7,3,Books,China,big_chinese_city,573
167,114462.0,25.0,1.0,5,4,2,Books,China,big_chinese_city,542
819,114461.0,422.0,17.0,5,8,7,Books,China,big_chinese_city,587
741,112728.0,52.0,10.0,5,5,6,Books,China,big_chinese_city,556
729,111378.0,38.0,23.0,5,5,7,Books,China,big_chinese_city,557
522,109245.0,46.0,8.0,5,5,5,Books,China,big_chinese_city,555
996,109092.0,152.0,1.0,5,7,1,Books,China,big_chinese_city,571
822,108976.0,41.0,8.0,5,5,5,Books,China,big_chinese_city,555
404,103024.0,73.0,6.0,5,6,5,Books,China,big_chinese_city,565
304,101280.0,260.0,33.0,5,7,8,Books,China,big_chinese_city,578
442,100899.0,57.0,13.0,5,5,6,Books,China,big_chinese_city,556
835,100137.0,58.0,17.0,5,5,7,Books,China,big_chinese_city,557
688,98031.0,113.0,11.0,5,6,6,Books,China,big_chinese_city,566
589,94448.0,330.0,37.0,5,8,8,Books,China,big_chinese_city,588
207,92833.0,54.0,5.0,5,5,4,Books,China,big_chinese_city,554
471,91684.0,51.0,37.0,5,5,8,Books,China,big_chinese_city,558
856,91501.0,57.0,42.0,5,5,8,Books,China,big_chinese_city,558
479,90953.0,3.0,2.0,5,2,3,Books,China,big_chinese_city,523
759,90608.0,17.0,5.0,5,4,4,Books,China,big_chinese_city,544
130,88999.0,27.0,3.0,5,4,4,Books,China,big_chinese_city,544
805,88385.0,17.0,12.0,5,4,6,Books,China,big_chinese_city,546
166,88337.0,38.0,4.0,5,5,4,Books,China,big_chinese_city,554
820,88204.0,156.0,16.0,5,7,7,Books,China,big_chinese_city,577
469,87472.0,172.0,12.0,5,7,6,Books,China,big_chinese_city,576
694,87337.0,16.0,6.0,5,4,5,Books,China,big_chinese_city,545
829,86687.0,145.0,23.0,5,7,7,Books,China,big_chinese_city,577
689,86676.0,97.0,4.0,5,6,4,Books,China,big_chinese_city,564
456,83072.0,112.0,38.0,5,6,8,Books,China,big_chinese_city,568
866,80331.0,201.0,16.0,5,7,7,Books,China,big_chinese_city,577
347,78562.0,37.0,5.0,5,5,4,Books,China,big_chinese_city,554
53,77170.0,176.0,21.0,5,7,7,Books,China,big_chinese_city,577
584,76242.0,61.0,2.0,5,6,3,Books,China,big_chinese_city,563
517,75909.0,141.0,9.0,5,7,6,Books,China,big_chinese_city,576
656,74315.0,31.0,2.0,5,5,2,Books,China,big_chinese_city,552
736,71655.0,198.0,8.0,5,7,5,Books,China,big_chinese_city,575
787,70927.0,52.0,6.0,5,5,5,Books,China,big_chinese_city,555
182,69958.0,26.0,1.0,5,4,2,Books,China,big_chinese_city,542
110,68994.0,46.0,7.0,5,5,5,Books,China,big_chinese_city,555
988,66081.0,20.0,15.0,5,4,7,Books,China,big_chinese_city,547
789,66052.0,7.0,6.0,5,3,5,Books,China,big_chinese_city,535
119,65551.0,46.0,7.0,5,5,5,Books,China,big_chinese_city,555
724,65259.0,16.0,3.0,5,4,4,Books,China,big_chinese_city,544
114,65117.0,118.0,3.0,5,6,3,Books,China,big_chinese_city,563
994,64831.0,21.0,5.0,5,4,5,Books,China,big_chinese_city,545
931,64417.0,8.0,3.0,5,3,4,Books,China,big_chinese_city,534
825,62346.0,23.0,7.0,5,4,5,Books,China,big_chinese_city,545
577,62009.0,7.0,3.0,5,3,3,Books,China,big_chinese_city,533
42,61584.0,9.0,6.0,5,3,5,Books,China,big_chinese_city,535
823,59860.0,27.0,8.0,5,4,5,Books,China,big_chinese_city,545
30,59312.0,21.0,1.0,5,4,1,Books,China,big_chinese_city,541
898,59099.0,278.0,2.0,5,8,3,Books,China,big_chinese_city,583
933,58310.0,26.0,23.0,5,4,7,Books,China,big_chinese_city,547
727,57879.0,12.0,3.0,5,4,4,Books,China,big_chinese_city,544
362,57525.0,127.0,13.0,5,6,6,Books,China,big_chinese_city,566
287,57217.0,14.0,6.0,5,4,5,Books,China,big_chinese_city,545
673,54716.0,269.0,14.0,5,8,6,Books,China,big_chinese_city,586
620,54313.0,8.0,1.0,5,3,1,Books,China,big_chinese_city,531
760,53865.0,33.0,4.0,4,5,4,Books,China,big_chinese_city,454
176,53045.0,2.0,2.0,4,2,3,Books,China,big_chinese_city,423
773,52696.0,211.0,7.0,4,7,5,Books,China,big_chinese_city,475
847,52202.0,105.0,9.0,4,6,6,Books,China,big_chinese_city,466
721,52105.0,21.0,9.0,4,4,6,Books,China,big_chinese_city,446
912,51806.0,43.0,27.0,4,5,8,Books,China,big_chinese_city,458
66,50266.0,49.0,10.0,4,5,6,Books,China,big_chinese_city,456
239,49873.0,38.0,1.0,4,5,2,Books,China,big_chinese_city,452
135,49043.0,93.0,10.0,4,6,6,Books,China,big_chinese_city,466
768,45744.0,35.0,7.0,4,5,5,Books,China,big_chinese_city,455
951,45566.0,30.0,6.0,4,4,5,Books,China,big_chinese_city,445
485,44795.0,71.0,10.0,4,6,6,Books,China,big_chinese_city,466
229,44596.0,44.0,29.0,4,5,8,Books,China,big_chinese_city,458
302,43774.0,32.0,11.0,4,5,6,Books,China,big_chinese_city,456
745,43319.0,7.0,3.0,4,3,4,Books,China,big_chinese_city,434
92,41274.0,20.0,3.0,4,4,3,Books,China,big_chinese_city,443
991,40987.0,24.0,8.0,4,4,5,Books,China,big_chinese_city,445
778,40513.0,100.0,7.0,4,6,5,Books,China,big_chinese_city,465
762,39798.0,8.0,5.0,4,3,4,Books,China,big_chinese_city,434
803,39388.0,28.0,11.0,4,4,6,Books,China,big_chinese_city,446
956,37736.0,15.0,7.0,4,4,5,Books,China,big_chinese_city,445
665,37510.0,38.0,2.0,4,5,3,Books,China,big_chinese_city,453
267,36480.0,106.0,2.0,4,6,3,Books,China,big_chinese_city,463
738,35882.0,34.0,5.0,4,5,5,Books,China,big_chinese_city,455
650,35633.0,1.0,1.0,4,1,1,Books,China,big_chinese_city,411
361,35459.0,176.0,6.0,4,7,5,Books,China,big_chinese_city,475
286,34810.0,31.0,9.0,4,5,6,Books,China,big_chinese_city,456
75,33474.0,1.0,1.0,4,1,2,Books,China,big_chinese_city,412
102,32823.0,25.0,15.0,4,4,7,Books,China,big_chinese_city,447
452,32726.0,51.0,11.0,4,5,6,Books,China,big_chinese_city,456
574,32003.0,31.0,7.0,4,4,5,Books,China,big_chinese_city,445
853,31427.0,11.0,4.0,4,3,4,Books,China,big_chinese_city,434
339,31096.0,153.0,5.0,4,7,4,Books,China,big_chinese_city,474
770,29745.0,19.0,2.0,4,4,3,Books,China,big_chinese_city,443
859,29678.0,31.0,6.0,4,5,5,Books,China,big_chinese_city,455
950,28617.0,7.0,1.0,4,3,1,Books,China,big_chinese_city,431
642,28426.0,42.0,7.0,4,5,5,Books,China,big_chinese_city,455
743,28359.0,13.0,8.0,4,4,5,Books,China,big_chinese_city,445
591,28356.0,3.0,3.0,4,2,4,Books,China,big_chinese_city,424
14,26841.0,22.0,7.0,4,4,5,Books,China,big_chinese_city,445
111,25882.0,43.0,14.0,4,5,6,Books,China,big_chinese_city,456
289,25685.0,76.0,4.0,4,6,4,Books,China,big_chinese_city,464
807,25096.0,4.0,3.0,4,2,3,Books,China,big_chinese_city,423
236,24794.0,7.0,4.0,4,3,4,Books,China,big_chinese_city,434
447,24670.0,34.0,8.0,4,5,5,Books,China,big_chinese_city,455
546,24193.0,15.0,10.0,4,4,6,Books,China,big_chinese_city,446
618,24114.0,89.0,8.0,4,6,5,Books,China,big_chinese_city,465
7,23507.0,3.0,3.0,4,2,3,Books,China,big_chinese_city,423
478,23027.0,53.0,17.0,4,5,7,Books,China,big_chinese_city,457
892,22965.0,13.0,9.0,4,4,6,Books,China,big_chinese_city,446
78,22935.0,46.0,1.0,4,5,2,Books,China,big_chinese_city,452
354,22131.0,30.0,9.0,4,4,6,Books,China,big_chinese_city,446
366,21670.0,84.0,11.0,4,6,6,Books,China,big_chinese_city,466
324,21482.0,38.0,6.0,4,5,5,Books,China,big_chinese_city,455
716,21269.0,10.0,3.0,4,3,4,Books,China,big_chinese_city,434
600,20791.0,12.0,2.0,4,3,3,Books,China,big_chinese_city,433
157,20440.0,120.0,4.0,4,6,4,Books,China,big_chinese_city,464
552,20416.0,91.0,9.0,4,6,6,Books,China,big_chinese_city,466
932,19689.0,12.0,2.0,4,4,3,Books,China,big_chinese_city,443
894,19551.0,6.0,5.0,3,3,4,Books,China,big_chinese_city,334
846,19137.0,23.0,8.0,3,4,5,Books,China,big_chinese_city,345
606,19124.0,136.0,5.0,3,6,5,Books,China,big_chinese_city,365
850,19114.0,58.0,2.0,3,5,3,Books,China,big_chinese_city,353
629,18693.0,1.0,1.0,3,1,1,Books,China,big_chinese_city,311
754,18668.0,10.0,3.0,3,3,4,Books,China,big_chinese_city,334
379,18575.0,10.0,10.0,3,3,6,Books,China,big_chinese_city,336
935,18196.0,7.0,6.0,3,3,5,Books,China,big_chinese_city,335
750,18027.0,3.0,2.0,3,2,2,Books,China,big_chinese_city,322
867,17747.0,11.0,5.0,3,3,4,Books,China,big_chinese_city,334
594,17120.0,5.0,2.0,3,3,3,Books,China,big_chinese_city,333
636,16937.0,31.0,1.0,3,4,1,Books,China,big_chinese_city,341
569,16859.0,103.0,5.0,3,6,4,Books,China,big_chinese_city,364
225,16796.0,11.0,10.0,3,3,6,Books,China,big_chinese_city,336
968,16547.0,2.0,1.0,3,1,1,Books,China,big_chinese_city,311
972,16332.0,28.0,1.0,3,4,1,Books,China,big_chinese_city,341
481,16151.0,40.0,11.0,3,5,6,Books,China,big_chinese_city,356
848,16015.0,7.0,1.0,3,3,2,Books,China,big_chinese_city,332
974,15794.0,39.0,2.0,3,5,2,Books,China,big_chinese_city,352
464,15416.0,10.0,10.0,3,3,6,Books,China,big_chinese_city,336
36,15370.0,9.0,2.0,3,3,3,Books,China,big_chinese_city,333
728,15160.0,7.0,4.0,3,3,4,Books,China,big_chinese_city,334
575,15149.0,8.0,4.0,3,3,4,Books,China,big_chinese_city,334
94,15068.0,5.0,5.0,3,3,4,Books,China,big_chinese_city,334
812,14620.0,66.0,4.0,3,6,4,Books,China,big_chinese_city,364
