user_id,Books,Business,Education,Entertainment,Finance,Games,Health&Fitness ,Lifestyle ,Music,Navigation,News,Photo&Video,References ,Shopping,Social_Networking,Travel,Utilities,Weather,infant&mom,sports,cluster
434,0,0,0,111,121,554,0,233,332,453,554,0,0,0,443,312,554,0,0,423,13
34,0,0,0,455,555,344,0,555,555,555,555,0,555,444,555,555,554,122,0,333,4
660,211,0,0,555,343,545,0,445,555,445,445,222,334,555,555,545,545,334,0,344,4
639,222,0,0,234,554,233,0,333,212,554,222,0,111,222,443,322,553,122,111,555,21
479,312,0,0,335,455,555,0,545,455,555,555,243,111,555,555,444,555,544,334,111,23
279,223,0,0,553,545,434,0,444,433,554,223,0,555,444,443,334,554,111,0,0,24
734,455,0,0,324,455,555,0,345,555,555,355,555,555,555,555,555,555,112,0,234,1
609,443,0,244,555,434,554,122,454,455,555,555,0,444,343,554,554,555,555,0,554,4
774,445,0,0,434,555,444,0,444,555,555,555,444,445,232,555,444,544,0,0,555,1
741,333,0,0,334,444,533,0,543,534,433,544,545,434,434,544,544,433,555,0,323,4
192,0,0,0,552,121,232,0,543,543,432,332,0,0,233,432,233,542,0,0,0,15
171,223,0,0,554,0,111,0,111,0,552,111,0,0,0,452,0,552,0,0,0,11
241,0,0,0,553,111,454,0,232,111,542,211,0,0,122,432,554,543,223,0,0,15
42,323,0,0,555,434,555,0,544,544,455,454,0,543,454,555,555,555,323,0,454,4
992,232,0,0,455,554,455,0,555,544,555,545,222,433,534,555,545,555,222,444,122,23
767,444,0,0,444,333,445,0,434,544,544,445,444,354,455,555,444,444,354,0,534,4
223,555,111,222,455,444,455,0,544,555,555,445,232,433,444,555,434,555,343,0,111,7
739,444,0,111,324,554,544,0,544,555,544,434,554,555,323,545,443,534,0,0,445,1
826,555,0,0,433,444,553,0,433,544,543,533,555,554,444,443,554,543,121,0,333,1
974,232,0,0,332,0,445,0,554,555,555,445,0,554,322,555,434,555,0,0,543,24
27,544,0,0,555,555,555,0,545,544,555,455,345,121,333,445,323,555,0,0,445,1
32,555,0,0,445,555,555,0,555,555,545,555,0,445,433,455,455,455,111,0,111,4
769,455,0,0,455,433,554,0,555,455,554,554,443,444,444,454,454,554,332,0,243,4
274,0,0,0,111,111,512,0,533,511,323,522,0,111,512,543,111,523,0,0,0,13
30,321,0,0,222,223,444,0,544,544,553,552,0,321,322,544,343,554,0,0,0,24
406,543,0,0,453,344,222,0,522,543,544,333,543,353,542,433,332,543,121,0,0,1
784,0,0,0,243,242,454,0,454,454,554,542,332,121,333,444,444,554,0,0,121,15
776,444,0,0,533,543,444,0,333,444,533,554,444,543,544,544,343,533,0,0,223,1
336,423,0,0,454,443,554,0,454,334,554,444,0,0,433,555,544,554,323,0,554,4
46,344,0,0,343,433,544,0,444,444,544,333,0,0,334,544,555,544,532,0,555,4
752,422,0,0,455,334,444,0,544,445,445,555,445,232,555,555,555,444,434,0,434,4
670,555,0,0,434,555,445,0,554,555,555,444,311,545,343,555,445,555,555,0,222,4
796,344,0,0,444,345,444,0,555,543,555,322,334,334,232,544,344,454,232,0,0,9
407,112,0,0,334,555,544,0,445,442,545,555,111,344,444,544,544,544,433,0,0,9
84,0,0,0,233,0,544,0,321,323,533,423,334,544,112,423,545,534,0,0,545,6
809,554,0,411,223,444,555,224,454,555,455,555,455,555,545,555,555,555,443,0,234,18
760,332,0,323,544,443,544,0,533,545,434,433,543,232,444,544,455,433,444,0,443,7
778,343,0,0,442,443,453,0,332,442,443,343,454,453,232,554,555,343,0,0,522,1
757,533,0,0,444,444,444,0,444,555,444,544,543,544,432,555,555,445,432,0,0,9
761,444,0,0,444,455,554,0,555,555,554,233,555,555,231,455,555,454,0,0,0,1
20,532,0,0,555,323,544,0,544,455,555,545,333,554,555,455,445,555,555,444,343,23
442,334,0,0,334,422,455,0,455,211,555,555,555,112,231,445,233,455,545,0,0,9
954,0,0,0,444,111,544,0,444,555,554,543,111,432,555,444,555,443,433,0,111,9
22,222,0,554,444,344,555,0,555,444,554,423,111,332,445,554,544,544,555,0,324,7
533,554,0,333,224,0,333,0,455,121,333,532,0,0,122,555,0,543,0,0,0,16
207,333,0,0,555,323,455,0,555,334,555,555,111,455,555,555,555,455,554,0,323,4
852,434,0,0,444,332,444,0,555,333,534,534,321,132,544,444,332,534,444,0,232,4
43,0,0,0,445,555,455,0,545,555,455,555,0,423,555,555,444,555,111,0,353,4
80,445,0,0,344,445,445,421,555,543,455,445,222,443,333,555,433,445,344,0,443,20
841,532,0,0,555,333,445,0,444,555,545,444,544,222,555,555,445,544,0,0,555,1
515,121,0,345,111,555,343,0,434,232,544,555,111,553,553,444,334,554,334,0,0,7
976,453,0,111,555,555,444,0,554,455,544,544,111,532,543,444,443,544,334,0,554,4
49,555,0,323,333,555,555,0,555,555,455,555,433,533,554,455,333,555,0,0,545,7
835,334,0,0,443,334,554,0,323,434,343,454,434,334,555,554,554,554,445,0,311,4
842,445,0,0,455,555,555,0,555,555,455,355,555,455,454,555,555,454,0,0,0,1
377,334,0,0,552,532,221,0,222,233,543,543,0,0,112,555,112,532,0,0,0,2
953,0,0,0,554,553,444,0,554,444,554,545,0,111,555,444,555,444,555,0,443,4
829,344,0,0,111,434,554,0,233,555,453,222,555,555,232,454,554,453,443,0,455,1
811,434,0,0,223,344,433,0,443,554,323,333,544,444,333,543,444,422,0,0,222,1
371,444,0,0,555,555,555,0,445,445,455,455,223,345,555,555,445,555,323,0,0,4
749,434,0,0,534,455,544,0,445,555,545,444,555,354,323,555,554,444,223,0,434,1
339,243,0,343,555,554,455,233,555,455,555,555,433,333,555,455,333,455,0,0,234,18
726,455,0,0,555,334,455,0,445,444,444,344,445,422,555,555,555,344,344,0,555,1
650,211,0,0,222,111,442,0,222,321,553,554,0,554,111,442,453,553,555,0,0,9
822,333,0,0,444,331,434,0,443,333,434,333,322,122,434,544,435,333,0,0,111,6
781,555,0,0,324,222,223,0,433,333,523,433,544,223,543,443,334,533,0,0,334,1
684,211,0,0,544,212,555,0,554,543,453,434,454,555,0,553,333,454,232,0,0,9
768,333,0,0,344,344,443,0,433,555,444,555,443,444,343,554,454,433,0,0,112,1
960,323,0,121,555,223,445,0,555,433,545,545,222,334,555,455,455,545,555,0,333,4
890,554,0,0,433,111,544,0,433,344,533,432,0,0,233,444,333,533,111,0,0,2
756,444,0,0,445,543,445,0,434,555,445,545,444,545,445,555,334,334,323,0,323,1
950,221,0,0,222,554,444,0,544,543,544,323,0,322,333,433,333,543,354,0,111,9
785,555,0,0,333,455,554,0,444,555,444,234,555,555,444,554,555,443,0,0,412,1
780,445,0,424,222,454,554,0,444,554,344,323,555,455,222,554,554,343,332,0,342,7
100,0,0,0,0,232,555,0,443,333,532,554,0,0,0,432,232,542,111,0,0,13
914,555,0,0,454,0,122,0,233,321,455,555,0,0,454,555,243,455,234,0,0,2
209,432,0,0,555,0,455,0,555,222,555,455,0,421,111,355,555,455,211,0,0,24
804,445,0,0,555,233,445,0,445,455,345,344,334,232,344,555,333,344,351,0,333,9
848,221,0,0,423,222,121,0,121,433,322,222,0,333,311,542,111,221,0,0,0,3
481,234,0,0,222,213,533,0,543,355,444,454,0,0,334,444,543,555,0,0,0,15
425,0,0,0,0,0,543,0,222,322,432,543,0,0,232,432,223,543,212,0,0,13
187,0,0,0,542,0,111,0,221,321,521,111,0,0,0,421,0,521,0,0,0,11
678,434,0,0,323,212,523,112,312,432,423,555,0,111,433,443,423,423,432,0,333,5
964,455,0,0,554,555,555,0,455,445,445,345,122,233,554,555,545,445,111,0,112,4
927,545,0,0,435,334,445,0,555,323,455,555,0,555,555,455,555,555,223,0,333,4
591,212,0,0,0,0,554,0,231,112,453,555,0,0,121,443,221,554,0,0,221,13
552,243,0,0,323,211,333,0,322,233,444,444,111,212,554,554,222,433,324,0,544,21
788,445,0,0,333,443,455,0,454,455,454,344,455,553,444,555,455,355,342,0,455,1
330,0,0,0,542,0,542,0,543,0,542,453,0,0,111,432,0,421,0,0,0,15
347,333,0,0,435,333,444,0,444,444,434,334,434,111,533,554,443,444,223,0,533,1
458,0,0,0,554,322,332,0,433,445,334,333,0,0,222,544,232,434,0,0,223,15
26,0,0,0,544,333,554,0,555,444,554,454,111,554,453,444,455,444,311,0,0,9
696,0,0,0,0,0,543,0,554,111,421,554,0,0,553,433,233,543,0,0,0,13
828,555,0,0,555,333,333,0,454,333,333,455,111,111,332,544,222,333,543,0,132,2
14,233,0,0,544,112,455,0,555,344,444,554,0,332,444,454,555,434,0,0,444,24
74,434,0,0,333,111,445,0,212,332,344,233,0,111,232,544,454,434,0,0,234,24
571,112,0,0,555,544,545,0,435,544,555,444,234,555,222,455,433,555,435,0,434,4
523,0,0,0,121,334,432,0,243,231,454,555,0,0,0,443,111,554,334,0,0,13
820,344,0,0,354,434,454,0,444,543,455,555,554,455,454,454,555,444,0,0,222,1
758,434,0,0,323,344,554,0,554,555,434,445,455,455,333,455,444,433,545,0,0,9
737,434,0,0,224,333,444,0,554,434,443,543,333,223,543,444,444,433,0,0,111,1
196,0,0,0,543,111,554,0,554,232,553,454,0,0,221,343,444,554,0,0,0,15
682,433,0,0,433,344,455,0,544,323,544,544,222,443,333,444,433,544,544,0,112,9
264,555,0,0,542,0,111,0,211,0,543,111,0,0,112,222,0,543,0,0,0,11
847,343,0,0,345,0,212,0,222,112,123,122,0,0,455,543,232,223,0,0,222,17
78,231,0,0,344,454,454,211,555,455,555,334,0,322,443,455,444,455,221,0,341,20
738,333,0,0,445,454,444,0,554,555,444,545,345,323,555,555,444,344,223,0,555,4
898,342,0,0,212,0,122,0,122,323,532,542,0,0,111,422,111,532,334,0,0,3
79,554,0,0,454,444,544,432,555,333,544,344,0,212,555,444,455,444,0,0,112,20
206,423,0,333,455,455,455,0,555,555,455,455,0,355,444,455,555,455,222,0,333,7
805,324,0,0,344,455,455,0,444,555,455,455,445,455,343,455,555,344,444,0,111,9
44,0,0,0,334,323,554,0,555,343,544,534,0,334,232,444,555,544,555,0,111,9
583,0,0,0,122,0,555,0,523,555,445,555,0,0,0,445,0,455,121,0,0,13
830,444,0,0,343,445,555,0,444,555,554,444,454,555,454,444,555,454,0,0,455,1
951,333,0,0,433,344,444,0,555,445,344,333,0,455,323,554,433,334,0,0,553,24
41,0,0,131,222,323,335,0,444,333,534,432,0,544,0,543,111,434,0,0,0,24
792,344,0,411,333,444,454,0,555,444,454,434,554,553,454,444,554,454,222,0,333,7
732,343,0,0,443,211,444,0,443,333,443,454,334,311,323,544,333,433,0,0,555,6
673,344,0,533,435,344,545,0,445,555,445,445,0,445,443,445,555,445,454,0,0,7
9,443,0,0,455,334,445,0,555,444,445,534,222,322,555,445,434,445,555,0,223,4
222,122,0,0,334,112,232,0,533,234,523,324,0,0,224,413,332,524,0,0,241,15
585,0,0,0,344,342,553,0,553,343,553,554,0,0,111,333,555,444,0,0,434,15
594,222,0,0,344,343,444,0,554,444,555,555,0,335,554,454,343,445,0,223,121,24
618,243,0,0,555,0,112,0,133,454,443,543,0,0,554,333,0,543,0,0,0,3
476,112,0,0,554,0,111,0,111,454,122,111,0,0,0,532,111,322,0,0,0,11
817,445,0,0,444,444,445,0,434,555,455,334,555,445,444,455,555,445,0,0,333,1
904,0,0,0,555,112,455,0,344,324,445,455,0,222,555,445,222,455,455,0,0,5
66,334,0,544,544,555,334,0,344,344,454,445,223,555,444,445,455,444,555,0,111,7
818,455,0,0,334,232,455,0,545,444,444,434,543,453,555,445,343,555,0,0,445,1
99,112,0,0,0,0,334,0,343,222,555,555,0,0,0,444,111,233,445,0,0,13
527,0,0,0,111,0,111,0,122,533,534,111,0,212,112,313,335,524,111,0,0,19
997,211,0,0,334,443,443,0,544,455,544,444,221,112,422,444,221,443,555,0,0,9
807,222,0,0,523,444,344,0,444,555,444,444,332,322,344,444,344,444,0,0,344,1
0,534,0,422,445,545,444,0,555,555,455,434,0,234,454,455,555,455,233,0,223,7
51,0,0,244,122,532,543,0,344,555,433,443,0,0,343,333,232,543,0,0,0,16
75,211,0,0,211,0,323,0,111,532,411,211,0,0,0,432,0,421,0,0,0,3
814,433,0,0,455,444,454,0,545,455,455,455,443,344,555,455,555,455,0,0,111,1
656,332,0,0,111,111,543,0,553,333,432,342,0,222,332,432,222,442,554,0,442,5
786,454,0,0,343,454,453,0,443,454,454,444,555,554,443,454,555,453,534,0,0,9
270,554,0,0,554,111,342,0,112,0,442,544,0,0,111,433,543,444,122,0,0,2
421,433,0,322,212,231,544,0,554,334,444,445,0,333,555,444,334,434,442,0,554,7
324,233,0,0,223,442,312,0,433,453,443,555,0,111,421,454,433,332,111,0,0,2
247,0,0,0,111,0,555,0,455,554,345,234,0,235,335,345,555,455,0,0,0,15
386,221,0,0,332,222,333,0,333,554,544,553,0,343,311,444,132,433,222,0,0,24
934,121,0,0,533,111,345,0,444,222,435,445,111,433,545,445,444,445,454,0,222,9
932,222,0,0,534,223,434,0,434,444,434,444,334,323,444,444,344,434,433,0,233,9
354,233,0,0,445,231,434,0,534,333,545,455,0,245,243,445,111,445,0,0,232,24
575,222,0,0,545,123,433,0,222,122,544,445,0,0,121,443,422,444,0,334,0,23
64,434,0,0,333,243,443,543,443,444,444,443,0,433,343,444,443,444,454,0,323,20
740,434,0,0,443,334,445,0,334,444,333,234,544,445,444,554,444,324,0,0,455,1
36,222,0,0,434,343,555,0,555,333,444,444,332,533,555,444,344,344,444,0,233,9
627,122,0,0,234,131,243,0,233,223,133,554,0,234,0,453,122,554,111,0,111,3
823,333,0,0,344,334,444,0,555,455,544,234,444,453,222,444,443,444,333,0,343,9
560,0,0,0,221,221,512,0,422,521,323,322,0,222,511,443,333,433,344,0,0,5
404,333,0,0,455,233,444,0,433,455,444,444,0,434,444,444,333,445,444,0,555,4
762,323,0,0,211,223,333,0,222,332,312,213,544,224,111,444,344,422,222,0,0,6
813,433,0,0,444,323,453,0,432,554,343,444,454,452,444,444,555,342,443,0,434,4
871,0,0,0,224,222,433,0,544,111,422,511,0,0,211,422,111,422,0,0,0,13
204,412,0,0,554,555,443,0,444,433,444,555,0,0,433,444,334,444,111,0,0,2
662,445,0,0,354,335,455,455,435,445,455,444,223,211,555,455,555,445,223,0,0,20
958,111,0,0,534,533,543,0,444,434,444,444,0,421,444,444,554,443,555,0,322,4
630,453,0,0,454,334,444,223,454,455,355,445,222,344,543,454,334,555,344,331,555,23
129,222,0,0,443,0,332,0,443,433,443,553,444,0,0,433,543,333,0,0,434,6
379,223,0,0,542,111,542,0,553,333,455,455,222,335,333,333,333,444,112,0,0,24
931,322,0,0,234,442,545,0,345,332,454,334,212,442,345,445,323,434,455,0,554,9
469,344,0,0,112,455,555,0,345,344,455,455,0,324,333,455,344,555,322,0,0,24
470,111,0,0,433,521,333,0,434,443,455,434,111,555,324,455,554,455,444,0,111,9
132,0,0,0,111,112,555,0,343,111,533,544,0,0,321,322,221,112,0,0,0,13
248,555,0,0,523,111,445,0,445,343,445,455,0,0,223,445,223,555,0,0,0,2
363,0,0,0,111,0,455,0,322,543,445,543,0,0,0,445,443,455,0,0,0,13
773,343,0,0,343,322,454,0,443,444,422,543,432,442,543,443,433,432,0,0,0,1
770,222,0,0,334,343,444,0,534,455,433,433,432,443,333,433,432,433,0,0,332,1
948,555,0,0,433,212,444,0,455,444,444,344,0,422,232,444,434,334,212,0,111,24
369,0,0,0,355,121,553,0,344,221,334,343,0,121,223,443,222,444,0,0,0,15
71,122,0,0,555,333,333,0,223,343,333,445,222,344,443,444,334,224,333,0,111,5
3,111,0,455,222,554,443,111,555,445,444,333,111,122,444,444,232,444,445,0,233,7
121,111,0,0,0,332,543,0,432,233,444,543,0,0,111,333,111,434,0,0,342,13
981,345,0,0,555,435,445,0,433,455,345,444,0,222,455,455,444,445,454,0,334,4
391,111,0,0,112,555,123,0,334,232,444,123,0,0,223,333,111,444,0,0,555,21
253,122,0,0,212,111,223,0,233,233,123,554,111,111,334,444,322,444,234,0,111,3
156,422,0,0,554,0,111,0,211,222,432,211,0,0,0,332,0,432,334,0,0,11
735,554,0,0,343,111,444,0,333,322,333,444,332,422,454,444,545,343,0,0,323,6
864,222,0,0,323,343,334,0,334,445,444,434,221,333,222,444,223,444,541,0,555,9
29,323,0,0,443,555,455,0,555,222,444,444,0,0,555,444,455,444,0,0,444,15
659,211,0,0,342,554,444,0,443,434,444,345,0,543,444,334,444,434,343,0,111,9
472,0,0,0,111,334,322,0,434,211,442,553,0,0,123,332,222,442,0,0,555,21
686,111,0,532,333,222,334,0,433,433,422,433,111,233,344,433,444,322,544,0,111,16
694,323,0,0,323,324,443,0,344,555,333,444,0,322,322,354,223,555,0,0,411,24
729,334,0,0,545,555,335,0,445,455,445,455,335,455,545,345,445,345,234,0,223,9
969,422,423,0,555,544,434,0,444,444,334,334,0,344,434,444,344,444,0,544,333,8
351,555,0,0,343,423,333,0,444,222,455,433,0,112,0,344,222,455,0,0,0,2
956,323,0,0,535,332,433,0,534,433,322,322,121,133,212,323,545,423,111,0,411,6
221,0,0,0,233,221,324,0,323,545,433,334,0,321,422,434,223,444,454,0,0,5
859,233,0,0,344,0,332,0,111,542,453,554,0,0,455,332,122,332,0,0,122,3
257,0,0,0,555,111,543,0,444,431,444,443,0,0,111,333,442,454,0,0,0,15
895,0,0,0,455,0,223,0,234,111,334,221,0,0,455,444,111,234,0,0,554,22
797,111,0,455,223,344,434,0,444,455,334,334,222,444,433,444,333,423,0,0,322,16
728,223,0,131,433,334,344,344,444,443,444,332,343,543,334,433,444,333,0,0,0,20
