user_id,traffic_bytes,duration_sec,frequency,T,D,F,TDF_Score,Books,Business,Education,Entertainment,Finance,Games,Health&Fitness ,Lifestyle ,Music,Navigation,News,Photo&Video,References ,Shopping,Social_Networking,Travel,Utilities,Weather,infant&mom,sports,country,city
942,37438370971.0,12523302.0,474051.0,5,5,5,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,China,big_chinese_city
772,8505699172.0,1893671.0,82460.0,5,5,5,555,555,0,555,555,555,555,454,555,555,555,555,555,555,555,555,555,555,555,541,555,China,big_chinese_city
837,2954388215.0,843211.0,44828.0,5,5,5,555,555,0,554,555,555,555,223,555,555,555,555,555,555,555,555,555,555,555,0,555,China,big_chinese_city
723,2199940227.0,718885.0,31017.0,5,5,5,555,555,0,321,555,555,555,0,555,555,555,555,555,555,555,555,555,555,555,221,555,China,big_chinese_city
667,1974879358.0,447621.0,22576.0,5,5,5,555,555,0,555,555,555,555,354,555,555,555,555,334,555,555,555,555,555,555,0,455,China,big_chinese_city
832,1897066280.0,433895.0,21231.0,5,5,5,555,555,0,0,555,555,555,0,555,555,555,555,445,555,555,555,555,555,455,553,555,China,big_chinese_city
836,1845982951.0,618747.0,33899.0,5,5,5,555,555,0,444,555,555,555,345,555,555,555,555,455,555,555,555,555,555,555,0,555,China,big_chinese_city
521,1606903898.0,319990.0,4485.0,5,5,5,555,0,0,0,0,334,555,0,555,332,455,555,0,0,121,555,222,555,0,0,0,China,big_chinese_city
782,1535290519.0,330316.0,19776.0,5,5,5,555,555,0,444,555,555,555,0,555,555,555,555,545,555,555,555,555,555,445,0,555,China,big_chinese_city
843,1456912148.0,149896.0,6599.0,5,5,5,555,544,0,0,555,555,555,0,555,555,555,555,555,554,555,555,555,555,0,0,444,China,big_chinese_city
516,1420583533.0,74083.0,3425.0,5,5,5,555,544,0,0,434,555,544,0,545,455,555,555,0,555,443,555,444,555,223,0,544,China,big_chinese_city
315,1303032814.0,124122.0,5031.0,5,5,5,555,444,0,0,555,323,555,0,454,545,555,555,322,335,433,555,343,555,455,0,555,China,big_chinese_city
783,1160496262.0,347031.0,18165.0,5,5,5,555,555,0,0,555,555,555,0,555,555,555,555,444,555,555,555,555,555,555,0,555,China,big_chinese_city
979,1132615305.0,260893.0,13242.0,5,5,5,555,555,0,445,555,555,555,0,555,555,555,555,431,544,555,555,555,555,555,0,553,China,big_chinese_city
655,1052398056.0,119479.0,4743.0,5,5,5,555,555,0,0,555,555,555,321,555,545,555,344,212,422,443,555,555,555,0,0,555,China,big_chinese_city
95,1049191843.0,127646.0,2287.0,5,5,4,554,122,0,0,324,424,555,0,523,0,554,555,0,0,522,554,222,555,0,0,0,China,big_chinese_city
225,1035006277.0,198595.0,646.0,5,5,2,552,223,0,0,0,0,552,0,212,0,452,553,0,0,111,552,211,553,0,0,0,China,big_chinese_city
325,924231536.0,198820.0,3697.0,5,5,5,555,555,0,354,544,333,555,0,554,555,555,555,0,223,554,555,545,555,112,0,223,China,big_chinese_city
975,909533469.0,287005.0,13181.0,5,5,5,555,555,0,555,555,555,555,0,555,555,555,555,455,555,555,555,445,555,445,553,535,China,big_chinese_city
755,889488191.0,189331.0,8938.0,5,5,5,555,455,0,0,545,455,555,0,555,555,555,555,455,334,555,555,545,555,555,0,555,China,big_chinese_city
615,874862853.0,265041.0,12959.0,5,5,5,555,555,0,212,555,555,555,0,555,555,555,555,334,544,555,555,545,555,555,0,544,China,big_chinese_city
872,835884462.0,83943.0,3352.0,5,5,5,555,534,0,0,555,323,555,0,555,543,555,544,111,0,534,545,334,555,333,0,434,China,big_chinese_city
712,785441554.0,478591.0,29874.0,5,5,5,555,555,0,113,555,555,555,0,555,555,555,555,443,544,555,555,555,555,555,0,544,China,big_chinese_city
601,652538356.0,149958.0,3186.0,5,5,5,555,223,0,0,212,445,554,0,555,444,555,554,0,0,553,555,223,555,0,0,0,China,big_chinese_city
497,645385753.0,100269.0,4340.0,5,5,5,555,533,0,0,444,334,555,0,555,555,555,555,222,0,223,555,555,555,211,0,334,China,big_chinese_city
718,640090895.0,87762.0,3804.0,5,5,5,555,555,555,134,555,544,555,0,444,555,555,555,444,554,544,555,544,555,223,0,323,China,big_chinese_city
731,624786645.0,88027.0,4325.0,5,5,5,555,545,0,332,555,444,555,0,445,555,555,345,444,444,345,555,554,555,543,0,224,China,big_chinese_city
13,623714482.0,219950.0,14059.0,5,5,5,555,544,0,555,555,555,555,0,555,555,555,555,334,545,555,555,555,555,334,0,555,China,big_chinese_city
397,623617530.0,96298.0,5077.0,5,5,5,555,121,0,0,523,112,555,0,555,445,555,545,122,0,223,545,223,555,233,222,0,China,big_chinese_city
763,594645439.0,171523.0,7059.0,5,5,5,555,423,0,0,555,555,555,0,555,555,555,555,454,455,455,555,555,555,555,0,312,China,big_chinese_city
824,569811044.0,128692.0,9626.0,5,5,5,555,555,0,555,555,444,555,0,555,555,555,555,453,454,555,555,444,555,111,0,555,China,big_chinese_city
793,564199663.0,115647.0,6803.0,5,5,5,555,555,0,223,455,555,555,0,555,555,555,555,555,455,555,555,555,555,434,0,322,China,big_chinese_city
202,530910848.0,29638.0,1434.0,5,4,3,543,0,0,0,542,223,433,0,544,532,543,554,0,0,111,534,543,544,423,0,0,China,big_chinese_city
933,525070735.0,107078.0,3452.0,5,5,5,555,334,0,0,334,334,444,0,324,555,555,555,0,334,555,555,334,555,0,0,555,China,big_chinese_city
626,510717303.0,115143.0,2784.0,5,5,4,554,0,0,0,454,555,455,0,455,554,454,553,0,0,335,554,555,555,555,0,0,China,big_chinese_city
48,510593233.0,165949.0,7458.0,5,5,5,555,555,0,111,555,322,555,0,555,545,555,555,323,323,555,555,444,555,555,0,444,China,big_chinese_city
990,484313774.0,107980.0,4781.0,5,5,5,555,555,0,0,555,555,555,0,555,555,555,555,222,555,555,555,545,555,344,0,233,China,big_chinese_city
433,476967590.0,25761.0,1348.0,5,4,3,543,0,0,0,432,0,433,0,323,111,434,554,554,111,212,533,0,444,0,0,0,China,big_chinese_city
988,467534882.0,139321.0,7439.0,5,5,5,555,324,0,312,555,444,555,0,555,554,555,555,234,555,555,555,555,555,555,0,444,China,big_chinese_city
840,453248205.0,17433.0,1009.0,5,3,3,533,222,0,0,543,111,434,0,434,423,323,533,222,333,533,543,222,522,0,0,111,China,big_chinese_city
179,436307123.0,94878.0,3344.0,5,5,5,555,111,0,0,544,444,555,0,554,344,555,555,552,324,545,555,444,555,343,0,323,China,big_chinese_city
47,435124123.0,93119.0,3830.0,5,5,5,555,443,0,0,445,533,555,433,555,555,555,555,0,555,433,555,554,545,0,0,312,China,big_chinese_city
288,433365383.0,103120.0,4927.0,5,5,5,555,553,0,112,555,445,555,0,555,444,455,555,0,444,555,555,555,555,232,0,555,China,big_chinese_city
733,431105002.0,182893.0,5718.0,5,5,5,555,534,0,0,444,555,555,0,555,555,555,555,454,555,554,555,554,555,544,0,555,China,big_chinese_city
602,430021998.0,89605.0,4784.0,5,5,5,555,455,0,0,555,554,445,0,555,445,555,545,111,555,444,555,545,555,344,0,444,China,big_chinese_city
262,426832816.0,15702.0,748.0,5,3,2,532,0,0,0,322,0,543,0,431,221,423,542,554,332,0,532,111,532,0,0,0,China,big_chinese_city
138,424050512.0,177629.0,6944.0,5,5,5,555,555,0,0,555,454,555,0,555,555,555,555,122,334,555,555,554,555,444,0,444,China,big_chinese_city
624,416947784.0,65409.0,3667.0,5,5,5,555,554,241,0,545,544,554,0,555,555,555,555,532,445,544,555,544,555,332,0,443,China,big_chinese_city
764,413674646.0,136313.0,7165.0,5,5,5,555,445,0,555,445,555,555,0,555,555,555,445,455,445,555,555,444,555,434,0,223,China,big_chinese_city
63,413443000.0,25981.0,1613.0,5,4,4,544,534,0,0,543,544,333,0,554,554,534,544,532,344,323,534,344,543,555,0,0,China,big_chinese_city
754,411326094.0,58019.0,1984.0,5,5,4,554,222,0,0,553,223,544,0,552,554,554,534,543,223,131,554,333,544,112,0,555,China,big_chinese_city
722,400014824.0,301174.0,10533.0,5,5,5,555,555,0,0,555,555,555,0,555,555,555,445,555,555,445,555,555,555,445,0,455,China,big_chinese_city
